,image,class,format,mode,shape
2217,Schizophrenia (745).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2218,Schizophrenia (746).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2219,Schizophrenia (747).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2220,Schizophrenia (748).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2221,Schizophrenia (749).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2222,Schizophrenia (75).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2223,Schizophrenia (75).tif,infected,TIFF,RGB,"(256, 256, 3)"
2224,Schizophrenia (750).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2225,Schizophrenia (751).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2226,Schizophrenia (752).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2227,Schizophrenia (753).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2228,Schizophrenia (754).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2229,Schizophrenia (755).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2230,Schizophrenia (756).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2231,Schizophrenia (757).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2232,Schizophrenia (758).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2233,Schizophrenia (759).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2234,Schizophrenia (76).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2235,Schizophrenia (76).tif,infected,TIFF,RGB,"(256, 256, 3)"
2236,Schizophrenia (760).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2237,Schizophrenia (761).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2238,Schizophrenia (762).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2239,Schizophrenia (763).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2240,Schizophrenia (764).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2241,Schizophrenia (765).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2242,Schizophrenia (766).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2243,Schizophrenia (767).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2244,Schizophrenia (768).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2245,Schizophrenia (769).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2246,Schizophrenia (77).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2247,Schizophrenia (77).tif,infected,TIFF,RGB,"(256, 256, 3)"
2248,Schizophrenia (770).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2249,Schizophrenia (771).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2250,Schizophrenia (772).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2251,Schizophrenia (773).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2252,Schizophrenia (774).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2253,Schizophrenia (775).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2254,Schizophrenia (776).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2255,Schizophrenia (777).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2256,Schizophrenia (778).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2257,Schizophrenia (779).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2258,Schizophrenia (78).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2259,Schizophrenia (78).tif,infected,TIFF,RGB,"(256, 256, 3)"
2260,Schizophrenia (780).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2261,Schizophrenia (781).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2262,Schizophrenia (782).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2263,Schizophrenia (783).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2264,Schizophrenia (784).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2265,Schizophrenia (785).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2266,Schizophrenia (786).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2267,Schizophrenia (787).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2268,Schizophrenia (788).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2269,Schizophrenia (789).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2270,Schizophrenia (79).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2271,Schizophrenia (79).tif,infected,TIFF,RGB,"(256, 256, 3)"
2272,Schizophrenia (790).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2273,Schizophrenia (791).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2274,Schizophrenia (792).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2275,Schizophrenia (793).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2276,Schizophrenia (794).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2277,Schizophrenia (795).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2278,Schizophrenia (796).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2279,Schizophrenia (797).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2280,Schizophrenia (798).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2281,Schizophrenia (799).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2282,Schizophrenia (8).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2283,Schizophrenia (8).tif,infected,TIFF,RGB,"(256, 256, 3)"
2284,Schizophrenia (80).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2285,Schizophrenia (80).tif,infected,TIFF,RGB,"(256, 256, 3)"
2286,Schizophrenia (800).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2287,Schizophrenia (801).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2288,Schizophrenia (802).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2289,Schizophrenia (803).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2290,Schizophrenia (804).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2291,Schizophrenia (805).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2292,Schizophrenia (806).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2293,Schizophrenia (807).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2294,Schizophrenia (808).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2295,Schizophrenia (809).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2296,Schizophrenia (81).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2297,Schizophrenia (81).tif,infected,TIFF,RGB,"(256, 256, 3)"
2298,Schizophrenia (810).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2299,Schizophrenia (811).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2300,Schizophrenia (812).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2301,Schizophrenia (813).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2302,Schizophrenia (814).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2303,Schizophrenia (815).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2304,Schizophrenia (816).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2305,Schizophrenia (817).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2306,Schizophrenia (818).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2307,Schizophrenia (819).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2308,Schizophrenia (82).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2309,Schizophrenia (82).tif,infected,TIFF,RGB,"(256, 256, 3)"
2310,Schizophrenia (820).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2311,Schizophrenia (821).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2312,Schizophrenia (822).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2313,Schizophrenia (823).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2314,Schizophrenia (824).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2315,Schizophrenia (825).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2316,Schizophrenia (826).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2317,Schizophrenia (827).jpg,infected,JPEG,RGB,"(619, 495, 3)"
2318,Schizophrenia (828).jpg,infected,JPEG,RGB,"(641, 557, 3)"
2319,Schizophrenia (829).jpg,infected,JPEG,RGB,"(256, 256, 3)"
2320,Schizophrenia (83).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2321,Schizophrenia (83).tif,infected,TIFF,RGB,"(256, 256, 3)"
2322,Schizophrenia (830).jpg,infected,JPEG,RGB,"(349, 425, 3)"
2323,Schizophrenia (831).jpg,infected,JPEG,RGB,"(475, 401, 3)"
2324,Schizophrenia (832).jpg,infected,JPEG,RGB,"(256, 256, 3)"
2325,Schizophrenia (833).jpg,infected,JPEG,RGB,"(368, 394, 3)"
2326,Schizophrenia (834).jpg,infected,JPEG,RGB,"(453, 388, 3)"
2327,Schizophrenia (835).jpg,infected,JPEG,RGB,"(407, 383, 3)"
2328,Schizophrenia (836).jpg,infected,JPEG,RGB,"(406, 386, 3)"
2329,Schizophrenia (837).jpg,infected,JPEG,RGB,"(581, 524, 3)"
2330,Schizophrenia (838).jpg,infected,JPEG,RGB,"(581, 524, 3)"
2331,Schizophrenia (839).jpg,infected,JPEG,RGB,"(380, 360, 3)"
2332,Schizophrenia (84).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2333,Schizophrenia (84).tif,infected,TIFF,RGB,"(256, 256, 3)"
2334,Schizophrenia (840).jpg,infected,JPEG,RGB,"(537, 509, 3)"
2335,Schizophrenia (841).jpg,infected,JPEG,RGB,"(396, 357, 3)"
2336,Schizophrenia (842).jpg,infected,JPEG,RGB,"(397, 398, 3)"
2337,Schizophrenia (843).jpg,infected,JPEG,RGB,"(437, 453, 3)"
2338,Schizophrenia (844).jpg,infected,JPEG,RGB,"(504, 421, 3)"
2339,Schizophrenia (845).jpg,infected,JPEG,RGB,"(225, 225, 3)"
2340,Schizophrenia (846).jpg,infected,JPEG,RGB,"(274, 248, 3)"
2341,Schizophrenia (847).jpg,infected,JPEG,RGB,"(564, 544, 3)"
2342,Schizophrenia (848).jpg,infected,JPEG,RGB,"(625, 490, 3)"
2343,Schizophrenia (849).jpg,infected,JPEG,RGB,"(234, 200, 3)"
2344,Schizophrenia (85).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2345,Schizophrenia (85).tif,infected,TIFF,RGB,"(256, 256, 3)"
2346,Schizophrenia (850).jpg,infected,JPEG,RGB,"(399, 355, 3)"
2347,Schizophrenia (851).jpg,infected,JPEG,RGB,"(477, 541, 3)"
2348,Schizophrenia (852).jpg,infected,JPEG,RGB,"(415, 620, 3)"
2349,Schizophrenia (853).jpg,infected,JPEG,RGB,"(554, 554, 3)"
2350,Schizophrenia (854).jpg,infected,JPEG,RGB,"(360, 319, 3)"
2351,Schizophrenia (855).jpg,infected,JPEG,RGB,"(360, 319, 3)"
2352,Schizophrenia (856).jpg,infected,JPEG,RGB,"(249, 200, 3)"
2353,Schizophrenia (857).jpg,infected,JPEG,RGB,"(426, 442, 3)"
2354,Schizophrenia (858).jpg,infected,JPEG,RGB,"(379, 379, 3)"
2355,Schizophrenia (859).jpg,infected,JPEG,RGB,"(412, 337, 3)"
2356,Schizophrenia (86).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2357,Schizophrenia (86).tif,infected,TIFF,RGB,"(256, 256, 3)"
2358,Schizophrenia (860).jpg,infected,JPEG,RGB,"(411, 338, 3)"
2359,Schizophrenia (861).jpg,infected,JPEG,RGB,"(325, 305, 3)"
2360,Schizophrenia (862).jpg,infected,JPEG,RGB,"(513, 565, 3)"
2361,Schizophrenia (863).jpg,infected,JPEG,RGB,"(398, 440, 3)"
2362,Schizophrenia (864).jpg,infected,JPEG,RGB,"(407, 334, 3)"
2363,Schizophrenia (865).jpg,infected,JPEG,RGB,"(406, 339, 3)"
2364,Schizophrenia (866).jpg,infected,JPEG,RGB,"(427, 353, 3)"
2365,Schizophrenia (867).jpg,infected,JPEG,RGB,"(378, 373, 3)"
2366,Schizophrenia (868).jpg,infected,JPEG,RGB,"(536, 572, 3)"
2367,Schizophrenia (869).jpg,infected,JPEG,RGB,"(554, 554, 3)"
2368,Schizophrenia (87).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2369,Schizophrenia (870).jpg,infected,JPEG,RGB,"(257, 282, 3)"
2370,Schizophrenia (871).jpg,infected,JPEG,RGB,"(382, 384, 3)"
2371,Schizophrenia (872).jpg,infected,JPEG,RGB,"(426, 442, 3)"
2372,Schizophrenia (873).jpg,infected,JPEG,RGB,"(583, 526, 3)"
2373,Schizophrenia (874).jpg,infected,JPEG,RGB,"(236, 236, 3)"
2374,Schizophrenia (875).jpg,infected,JPEG,RGB,"(236, 236, 3)"
2375,Schizophrenia (876).jpg,infected,JPEG,RGB,"(298, 236, 3)"
2376,Schizophrenia (877).jpg,infected,JPEG,RGB,"(233, 233, 3)"
2377,Schizophrenia (878).jpg,infected,JPEG,RGB,"(665, 564, 3)"
2378,Schizophrenia (879).jpg,infected,JPEG,RGB,"(236, 236, 3)"
2379,Schizophrenia (88).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2380,Schizophrenia (880).jpg,infected,JPEG,RGB,"(236, 236, 3)"
2381,Schizophrenia (881).jpg,infected,JPEG,RGB,"(298, 236, 3)"
2382,Schizophrenia (882).jpg,infected,JPEG,RGB,"(229, 197, 3)"
2383,Schizophrenia (883).jpg,infected,JPEG,RGB,"(236, 236, 3)"
2384,Schizophrenia (884).jpg,infected,JPEG,RGB,"(225, 224, 3)"
2385,Schizophrenia (885).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2386,Schizophrenia (886).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2387,Schizophrenia (887).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2388,Schizophrenia (888).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2389,Schizophrenia (889).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2390,Schizophrenia (89).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2391,Schizophrenia (890).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2392,Schizophrenia (891).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2393,Schizophrenia (892).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2394,Schizophrenia (893).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2395,Schizophrenia (894).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2396,Schizophrenia (895).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2397,Schizophrenia (896).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2398,Schizophrenia (897).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2399,Schizophrenia (898).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2400,Schizophrenia (899).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2401,Schizophrenia (9).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2402,Schizophrenia (9).tif,infected,TIFF,RGB,"(256, 256, 3)"
2403,Schizophrenia (90).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2404,Schizophrenia (900).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2405,Schizophrenia (901).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2406,Schizophrenia (902).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2407,Schizophrenia (903).jpg,infected,JPEG,RGB,"(380, 310, 3)"
2408,Schizophrenia (904).jpg,infected,JPEG,RGB,"(594, 485, 3)"
2409,Schizophrenia (905).jpg,infected,JPEG,RGB,"(360, 319, 3)"
2410,Schizophrenia (906).jpg,infected,JPEG,RGB,"(380, 310, 3)"
2411,Schizophrenia (907).jpg,infected,JPEG,RGB,"(442, 354, 3)"
2412,Schizophrenia (908).jpg,infected,JPEG,RGB,"(608, 504, 3)"
2413,Schizophrenia (909).jpg,infected,JPEG,RGB,"(167, 175, 3)"
2414,Schizophrenia (91).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2415,Schizophrenia (910).jpg,infected,JPEG,RGB,"(249, 200, 3)"
2416,Schizophrenia (911).jpg,infected,JPEG,RGB,"(245, 204, 3)"
2417,Schizophrenia (912).jpg,infected,JPEG,RGB,"(405, 326, 3)"
2418,Schizophrenia (913).jpg,infected,JPEG,RGB,"(392, 331, 3)"
2419,Schizophrenia (914).jpg,infected,JPEG,RGB,"(480, 640, 3)"
2420,Schizophrenia (915).jpg,infected,JPEG,RGB,"(378, 317, 3)"
2421,Schizophrenia (916).jpg,infected,JPEG,RGB,"(581, 524, 3)"
2422,Schizophrenia (917).jpg,infected,JPEG,RGB,"(577, 531, 3)"
2423,Schizophrenia (918).jpg,infected,JPEG,RGB,"(562, 546, 3)"
2424,Schizophrenia (919).jpg,infected,JPEG,RGB,"(238, 249, 3)"
2425,Schizophrenia (92).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2426,Schizophrenia (920).jpg,infected,JPEG,RGB,"(238, 249, 3)"
2427,Schizophrenia (921).jpg,infected,JPEG,RGB,"(564, 544, 3)"
2428,Schizophrenia (922).jpg,infected,JPEG,RGB,"(415, 620, 3)"
2429,Schizophrenia (923).jpg,infected,JPEG,RGB,"(602, 510, 3)"
2430,Schizophrenia (924).jpg,infected,JPEG,RGB,"(602, 510, 3)"
2431,Schizophrenia (925).jpg,infected,JPEG,RGB,"(419, 369, 3)"
2432,Schizophrenia (926).jpg,infected,JPEG,RGB,"(619, 495, 3)"
2433,Schizophrenia (927).jpg,infected,JPEG,RGB,"(348, 287, 3)"
2434,Schizophrenia (928).jpg,infected,JPEG,RGB,"(218, 180, 3)"
2435,Schizophrenia (929).jpg,infected,JPEG,RGB,"(212, 209, 3)"
2436,Schizophrenia (93).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2437,Schizophrenia (930).jpg,infected,JPEG,RGB,"(519, 456, 3)"
2438,Schizophrenia (931).jpg,infected,JPEG,RGB,"(225, 225, 3)"
2439,Schizophrenia (932).jpg,infected,JPEG,RGB,"(303, 223, 3)"
2440,Schizophrenia (933).jpg,infected,JPEG,RGB,"(938, 911, 3)"
2441,Schizophrenia (934).jpg,infected,JPEG,RGB,"(456, 374, 3)"
2442,Schizophrenia (935).jpg,infected,JPEG,RGB,"(446, 450, 3)"
2443,Schizophrenia (936).jpg,infected,JPEG,RGB,"(630, 630, 3)"
2445,Schizophrenia (938).jpg,infected,JPEG,RGB,"(369, 400, 3)"
2447,Schizophrenia (94).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2448,Schizophrenia (940).jpg,infected,JPEG,RGB,"(325, 254, 3)"
2450,Schizophrenia (942).jpg,infected,JPEG,RGB,"(380, 310, 3)"
2451,Schizophrenia (943).JPG,infected,JPEG,RGB,"(360, 313, 3)"
2453,Schizophrenia (945).JPG,infected,JPEG,RGB,"(354, 279, 3)"
2454,Schizophrenia (946).JPG,infected,JPEG,RGB,"(359, 297, 3)"
2455,Schizophrenia (947).jpg,infected,JPEG,RGB,"(300, 240, 3)"
2456,Schizophrenia (948).jpg,infected,JPEG,RGB,"(247, 204, 3)"
2457,Schizophrenia (949).jpg,infected,JPEG,RGB,"(380, 294, 3)"
2458,Schizophrenia (95).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2459,Schizophrenia (950).JPG,infected,JPEG,RGB,"(277, 272, 3)"
2461,Schizophrenia (952).jpg,infected,JPEG,RGB,"(630, 504, 3)"
2462,Schizophrenia (953).jpg,infected,JPEG,RGB,"(630, 628, 3)"
2463,Schizophrenia (954).jpg,infected,JPEG,RGB,"(630, 630, 3)"
2464,Schizophrenia (955).jpg,infected,JPEG,RGB,"(630, 630, 3)"
2465,Schizophrenia (956).jpg,infected,JPEG,RGB,"(630, 630, 3)"
2468,Schizophrenia (959).jpg,infected,JPEG,RGB,"(555, 526, 3)"
2469,Schizophrenia (96).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2470,Schizophrenia (960).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2471,Schizophrenia (961).jpg,infected,JPEG,RGB,"(380, 310, 3)"
2472,Schizophrenia (962).jpg,infected,JPEG,RGB,"(446, 450, 3)"
2473,Schizophrenia (963).JPG,infected,JPEG,RGB,"(251, 204, 3)"
2477,Schizophrenia (967).JPG,infected,JPEG,RGB,"(365, 306, 3)"
2479,Schizophrenia (969).jpg,infected,JPEG,RGB,"(210, 200, 3)"
2480,Schizophrenia (97).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2481,Schizophrenia (970).jpg,infected,JPEG,RGB,"(347, 300, 3)"
2482,Schizophrenia (971).JPG,infected,JPEG,RGB,"(337, 293, 3)"
2483,Schizophrenia (972).JPG,infected,JPEG,RGB,"(340, 291, 3)"
2484,Schizophrenia (973).jpg,infected,JPEG,RGB,"(929, 634, 3)"
2485,Schizophrenia (974).JPG,infected,JPEG,RGB,"(355, 320, 3)"
2486,Schizophrenia (975).jpg,infected,JPEG,RGB,"(323, 276, 3)"
2487,Schizophrenia (976).JPG,infected,JPEG,RGB,"(307, 271, 3)"
2488,Schizophrenia (977).JPG,infected,JPEG,RGB,"(350, 315, 3)"
2489,Schizophrenia (978).jpg,infected,JPEG,RGB,"(938, 911, 3)"
2491,Schizophrenia (98).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2492,Schizophrenia (980).jpg,infected,JPEG,RGB,"(219, 230, 3)"
2494,Schizophrenia (982).jpg,infected,JPEG,RGB,"(620, 620, 3)"
2495,Schizophrenia (983).jpg,infected,JPEG,RGB,"(239, 211, 3)"
2496,Schizophrenia (984).jpg,infected,JPEG,RGB,"(279, 258, 3)"
2497,Schizophrenia (985).JPG,infected,JPEG,RGB,"(340, 314, 3)"
2498,Schizophrenia (986).JPG,infected,JPEG,RGB,"(270, 229, 3)"
2499,Schizophrenia (987).jpg,infected,JPEG,RGB,"(255, 197, 3)"
2500,Schizophrenia (988).jpg,infected,JPEG,RGB,"(520, 433, 3)"
2502,Schizophrenia (99).jpg,infected,JPEG,RGB,"(512, 512, 3)"
2503,Schizophrenia (990).jpg,infected,JPEG,RGB,"(354, 303, 3)"
2504,Schizophrenia (991).jpg,infected,JPEG,RGB,"(360, 313, 3)"
2505,Schizophrenia (992).JPG,infected,JPEG,RGB,"(243, 205, 3)"
2506,Schizophrenia (993).JPG,infected,JPEG,RGB,"(340, 288, 3)"
2507,Schizophrenia (994).JPG,infected,JPEG,RGB,"(233, 215, 3)"
2508,Schizophrenia (995).jpg,infected,JPEG,RGB,"(303, 223, 3)"
2509,Schizophrenia (996).jpg,infected,JPEG,RGB,"(630, 504, 3)"
2511,Schizophrenia (998).JPG,infected,JPEG,RGB,"(349, 300, 3)"
2512,Schizophrenia (999).jpg,infected,JPEG,RGB,"(355, 290, 3)"
2514,Not Schizophrenia  (1).jpg,normal,JPEG,RGB,"(350, 350, 3)"
2515,Not Schizophrenia  (1).png,normal,PNG,RGB,"(1080, 1920, 3)"
2516,Not Schizophrenia  (10).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2517,Not Schizophrenia  (100).jpg,normal,JPEG,RGB,"(290, 236, 3)"
2518,Not Schizophrenia  (1000).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2519,Not Schizophrenia  (1001).jpg,normal,JPEG,RGB,"(194, 259, 3)"
2520,Not Schizophrenia  (1002).jpg,normal,JPEG,RGB,"(442, 441, 3)"
2521,Not Schizophrenia  (1003).jpg,normal,JPEG,RGB,"(474, 356, 3)"
2522,Not Schizophrenia  (1004).jpg,normal,JPEG,RGB,"(530, 380, 3)"
2523,Not Schizophrenia  (1005).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2524,Not Schizophrenia  (1006).jpg,normal,JPEG,RGB,"(214, 235, 3)"
2525,Not Schizophrenia  (1007).jpg,normal,JPEG,RGB,"(249, 205, 3)"
2526,Not Schizophrenia  (1008).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2527,Not Schizophrenia  (1009).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2528,Not Schizophrenia  (101).jpg,normal,JPEG,RGB,"(227, 235, 3)"
2529,Not Schizophrenia  (1010).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2530,Not Schizophrenia  (1011).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2531,Not Schizophrenia  (1012).jpg,normal,JPEG,RGB,"(192, 192, 3)"
2532,Not Schizophrenia  (1013).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2533,Not Schizophrenia  (1014).jpg,normal,JPEG,RGB,"(442, 400, 3)"
2534,Not Schizophrenia  (1015).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2535,Not Schizophrenia  (1016).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2536,Not Schizophrenia  (1017).jpg,normal,JPEG,RGB,"(406, 331, 3)"
2537,Not Schizophrenia  (1018).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2538,Not Schizophrenia  (1019).jpg,normal,JPEG,RGB,"(212, 220, 3)"
2539,Not Schizophrenia  (102).jpg,normal,JPEG,RGB,"(234, 209, 3)"
2540,Not Schizophrenia  (1020).jpg,normal,JPEG,RGB,"(201, 173, 3)"
2541,Not Schizophrenia  (1021).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2542,Not Schizophrenia  (1022).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2543,Not Schizophrenia  (1023).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2544,Not Schizophrenia  (1024).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2545,Not Schizophrenia  (1025).jpg,normal,JPEG,RGB,"(613, 605, 3)"
2546,Not Schizophrenia  (1026).jpg,normal,JPEG,RGB,"(415, 339, 3)"
2547,Not Schizophrenia  (1027).jpg,normal,JPEG,RGB,"(244, 206, 3)"
2548,Not Schizophrenia  (1028).jpg,normal,JPEG,RGB,"(250, 201, 3)"
2549,Not Schizophrenia  (1029).jpg,normal,JPEG,RGB,"(442, 332, 3)"
2550,Not Schizophrenia  (103).jpg,normal,JPEG,RGB,"(217, 208, 3)"
2551,Not Schizophrenia  (1030).jpg,normal,JPEG,RGB,"(244, 206, 3)"
2552,Not Schizophrenia  (1031).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2553,Not Schizophrenia  (1032).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2554,Not Schizophrenia  (1033).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2555,Not Schizophrenia  (1034).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2556,Not Schizophrenia  (1035).jpg,normal,JPEG,RGB,"(512, 512, 3)"
2557,Not Schizophrenia  (1036).jpg,normal,JPEG,RGB,"(832, 825, 3)"
2558,Not Schizophrenia  (1037).jpg,normal,JPEG,RGB,"(501, 411, 3)"
2559,Not Schizophrenia  (1038).jpg,normal,JPEG,RGB,"(286, 224, 3)"
2560,Not Schizophrenia  (1039).jpg,normal,JPEG,RGB,"(238, 212, 3)"
2561,Not Schizophrenia  (104).jpg,normal,JPEG,RGB,"(228, 236, 3)"
2562,Not Schizophrenia  (1040).jpg,normal,JPEG,RGB,"(231, 218, 3)"
2563,Not Schizophrenia  (1041).jpg,normal,JPEG,RGB,"(400, 393, 3)"
2564,Not Schizophrenia  (1042).jpg,normal,JPEG,RGB,"(452, 355, 3)"
2565,Not Schizophrenia  (1043).jpg,normal,JPEG,RGB,"(680, 680, 3)"
2566,Not Schizophrenia  (1044).jpg,normal,JPEG,RGB,"(444, 468, 3)"
2567,Not Schizophrenia  (1045).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2568,Not Schizophrenia  (1046).jpg,normal,JPEG,RGB,"(449, 359, 3)"
